LP;Data_przybycia;Nr_IMO;Bandera;Nabrzeze
4752;14.11.2017;8611013;AG;POZNANSKIE
4753;15.11.2017;9188958;MT;WEGIERSKIE
4754;15.11.2017;9005376;PT;SLOWACKIE
4755;15.11.2017;9123817;CY;FINSKIE
4756;15.11.2017;9161247;PL;BULWAR CHROBREGO
4757;15.11.2017;9199684;AG;BYTOMSKIE
4758;15.11.2017;8912027;AG;POZNANSKIE
4759;15.11.2017;6604690;DK;ARSENAL
4760;15.11.2017;9555345;RU;BYTOMSKIE
4761;16.11.2017;9150511;MT;WALBRZYSKIE
4762;16.11.2017;9658367;MH;CPN III
4763;16.11.2017;9136101;BE;ANGIELSKIE
4764;16.11.2017;8911841;NL;CEMENTOWE
4765;16.11.2017;9259068;AG;GLIWICKIE
4766;16.11.2017;9190365;NL;HUTA (KRA)
4767;16.11.2017;9414199;AG;DRZETOWSKIE N
4768;17.11.2017;9279018;AG;CZESKIE
4769;17.11.2017;7615749;PL;SPOLDZIELCZE
4770;17.11.2017;6617855;AG;HUTA (KRA)
4771;18.11.2017;9369007;PT;FINSKIE
4772;18.11.2017;9349215;CY;CZESKIE
4773;18.11.2017;8905892;AG;BELGIJSKIE
4774;18.11.2017;9006461;DK;KATOWICKIE
4775;18.11.2017;7704057;PL;CAL
4776;18.11.2017;9536052;NL;REGALICA
4777;19.11.2017;9005730;BB;HUTA (KRA)
4778;19.11.2017;9360477;PT;BYTOMSKIE
4779;20.11.2017;7330052;NO;WALBRZYSKIE
4780;20.11.2017;9591820;NL;GLIWICKIE
4781;20.11.2017;9454814;AG;WULKAN N
4782;20.11.2017;9219460;GI;SLOWACKIE
4783;20.11.2017;8915744;CY;BULGARSKIE
4784;20.11.2017;7641475;PL;CAL
4785;21.11.2017;9201815;NL;CZESKIE
4786;21.11.2017;9281592;LT;KATOWICKIE
4787;21.11.2017;9219874;NL;FINSKIE
4788;21.11.2017;9489558;NL;CZESKIE
4789;21.11.2017;8300327;BS;BULGARSKIE
4790;21.11.2017;9108740;NO;HUTA (KRA)
4791;21.11.2017;7700582;VC;BULGARSKIE
4792;21.11.2017;7382495;MT;WALBRZYSKIE
4793;21.11.2017;9549657;RU;BULGARSKIE
4794;21.11.2017;8813972;NO;RUMUNSKIE
4795;22.11.2017;9658367;MH;CPN III
4796;22.11.2017;9260407;PT;PARNICKIE
4797;22.11.2017;8222185;AG;SNOP N
4798;22.11.2017;7382665;MT;KATOWICKIE
4799;22.11.2017;9349459;AG;GORNOSLASKIE
4800;22.11.2017;9598282;CY;GNIE─╣─ůNIENSKIE
4801;22.11.2017;7926095;CY;ARSENAL
4802;22.11.2017;8418019;NL;CHORZOWSKIE
4803;22.11.2017;9552032;CY;CHORZOWSKIE
4804;22.11.2017;9190183;CY;SNOP N
4805;22.11.2017;9164732;MT;FARBOLAK SWFIL
4806;22.11.2017;9357494;NL;PRZEMYSLOWE
4807;23.11.2017;9516179;CY;KATOWICKIE
4808;23.11.2017;9527673;IE;REGALICA
4809;23.11.2017;9148180;NL;BULGARSKIE
4810;23.11.2017;7704057;PL;CAL
4811;23.11.2017;9173513;CY;HUTA (KRA)
4812;23.11.2017;9391127;MT;SPOLDZIELCZE
4813;24.11.2017;8404458;VU;CZESKIE
4814;24.11.2017;8407711;CY;MAK
4815;24.11.2017;7721263;RU;GORNOSLASKIE
4816;24.11.2017;9201970;NL;HUK
4817;24.11.2017;9365984;GI;FINSKIE
4818;24.11.2017;9505326;GI;BULGARSKIE
4819;25.11.2017;9195949;MT;BYTOMSKIE
4820;25.11.2017;7615749;PL;SPOLDZIELCZE
4821;25.11.2017;8209717;BS;PARNICKIE
4822;25.11.2017;9349215;CY;FINSKIE
4823;25.11.2017;9617325;CY;GLIWICKIE
4824;25.11.2017;9325130;AG;OKO
4825;25.11.2017;7641475;PL;CAL
4826;26.11.2017;9195822;FO;CHORZOWSKIE
4827;26.11.2017;7704057;PL;CAL
4828;26.11.2017;9356517;NL;HOLENDERSKIE
4829;26.11.2017;9559614;NL;PARNICKIE
4830;27.11.2017;9373321;NL;SNOP N
4831;27.11.2017;9136101;BE;CHORZOWSKIE
4832;27.11.2017;9197789;GI;HUTA (KRA)
4833;27.11.2017;8905892;AG;FINSKIE
4834;27.11.2017;9001825;VC;REGALICA
4835;27.11.2017;8881723;RU;BYTOMSKIE
4836;27.11.2017;9014949;AG;HUTA (KRA)
4837;27.11.2017;7700594;VC;BULGARSKIE
4838;27.11.2017;9313802;NL;CZESKIE
4839;27.11.2017;9085455;BE;KATOWICKIE
4840;27.11.2017;9555345;RU;BULGARSKIE
4841;28.11.2017;9015929;NL;HUTA (KRA)
4842;28.11.2017;9219874;NL;FINSKIE
4843;28.11.2017;9369655;NL;CHORZOWSKIE
4844;28.11.2017;9285122;BS;GNIE─╣─ůNIENSKIE
4845;28.11.2017;9166613;NO;DRZETOWSKIE N
4846;28.11.2017;8230376;RU;FOSFATOWE
4847;28.11.2017;9075450;MT;SLOWACKIE
4848;28.11.2017;9263564;FO;BYTOMSKIE
4849;29.11.2017;9589712;LR;CZESKIE
4850;29.11.2017;8324684;CY;GLIWICKIE
4851;29.11.2017;8518340;BB;GLIWICKIE
4852;30.11.2017;8906298;MT;WEGIERSKIE
4853;30.11.2017;9161247;PL;BULWAR CHROBREGO
4854;30.11.2017;9366134;SG;GORNOSLASKIE
4855;30.11.2017;9201932;NL;POZNANSKIE
4856;30.11.2017;7641475;PL;CAL
4857;01.12.2017;9156101;BB;HOLENDERSKIE
4858;01.12.2017;9549633;RU;SNOP S
4859;01.12.2017;9278870;MT;GLIWICKIE
4860;01.12.2017;9764099;PA;SLOWACKIE
4861;01.12.2017;8320585;PA;BULGARSKIE
4862;01.12.2017;9369007;PT;FINSKIE
4863;01.12.2017;9571387;AG;GORNOSLASKIE
4864;01.12.2017;9279006;NL;HOLENDERSKIE
4865;01.12.2017;9148166;CY;RUMUNSKIE
4866;02.12.2017;9349215;CY;FINSKIE
4867;02.12.2017;8915524;NO;POLSKIE
4868;02.12.2017;9808247;DE;WARSZTATOWE
4869;02.12.2017;9555357;RU;KATOWICKIE
4870;02.12.2017;9252072;MH;GDYNSKIE S
4871;02.12.2017;9583902;AG;PARNICKIE
4872;02.12.2017;9142629;NL;BYTOMSKIE
4873;02.12.2017;9198446;BB;HUTA (KRA)
4874;03.12.2017;9414199;AG;DRZETOWSKIE N
4875;03.12.2017;9132038;NO;ANGIELSKIE
4876;03.12.2017;8211629;CK;BYTOMSKIE
4877;03.12.2017;8504947;DE;HUTA (KRA)
4878;03.12.2017;9281786;GI;SLOWACKIE
4879;03.12.2017;9552032;CY;SLOWACKIE
4880;03.12.2017;8104541;AG;DRZETOWSKIE S
4881;03.12.2017;9342164;AG;BULGARSKIE
4882;04.12.2017;9043378;DK;KATOWICKIE
4883;04.12.2017;8911841;NL;CEMENTOWE
4884;04.12.2017;8912481;FI;PRZEMYSLOWE
4885;04.12.2017;9224166;AG;HUK
4886;04.12.2017;9191747;MT;REGALICA
4887;05.12.2017;9219874;NL;FINSKIE
4888;05.12.2017;7615749;PL;SPOLDZIELCZE
4889;05.12.2017;8913708;NO;HUTA (KRA)
4890;05.12.2017;9658367;MH;CPN III
4891;05.12.2017;8611013;AG;POZNANSKIE
4892;05.12.2017;8609618;FI;HUTA (KRA)
4893;06.12.2017;9399387;NL;PRZEMYSLOWE
4894;06.12.2017;9555333;RU;KATOWICKIE
4895;06.12.2017;7615749;PL;SPOLDZIELCZE
4896;06.12.2017;8129395;FO;GLIWICKIE
4897;06.12.2017;9279068;NL;CZESKIE
4898;06.12.2017;9370288;AG;MAZOWIECKIE
4899;06.12.2017;9558012;GB;CHORZOWSKIE
4900;07.12.2017;9312729;AG;BULGARSKIE
4901;07.12.2017;7615749;PL;SPOLDZIELCZE
4902;07.12.2017;8905892;AG;BELGIJSKIE
4903;07.12.2017;9544891;NL;WULKAN N
4904;07.12.2017;8318128;AG;GORNOSLASKIE
4905;07.12.2017;8518297;BB;HUK
4906;08.12.2017;9165308;LT;CZESKIE
4907;08.12.2017;9433389;NL;REMONTOWE
4908;08.12.2017;9300489;PT;PARNICKIE
4909;08.12.2017;9392391;PA;HUTA (KRA)
4910;08.12.2017;9156498;LR;GDYNSKIE N
4911;08.12.2017;9150511;MT;KATOWICKIE
4912;08.12.2017;9549621;RU;HUTA (KRA)
4913;08.12.2017;9196175;AG;BULGARSKIE
4914;08.12.2017;9349215;CY;FINSKIE
4915;09.12.2017;8222185;AG;SNOP N
4916;09.12.2017;9171175;RU;KASZUBSKIE
4917;09.12.2017;9365984;GI;FINSKIE
4918;09.12.2017;9467201;NL;SLOWACKIE
4919;09.12.2017;8505939;AG;REGALICA
4920;09.12.2017;9374686;CW;HOLENDERSKIE
4921;09.12.2017;9534298;LR;ZBOZOWE
4922;10.12.2017;9240251;PT;BYTOMSKIE
4923;10.12.2017;9014937;MT;WEGIERSKIE
4924;10.12.2017;9195834;CY;GORNOSLASKIE
4925;10.12.2017;9778703;LU;WULKAN N
4926;10.12.2017;9219460;GI;SLOWACKIE
4927;10.12.2017;9201803;NL;SLOWACKIE
4928;10.12.2017;9466295;NL;KATOWICKIE
4929;10.12.2017;9215658;NL;WALBRZYSKIE
4930;11.12.2017;9130212;LV;BYTOMSKIE
4931;11.12.2017;7615749;PL;SPOLDZIELCZE
4932;11.12.2017;6507983;VC;SNOP N
4933;11.12.2017;9354739;TH;GORNOSLASKIE
4934;11.12.2017;9391127;MT;SPOLDZIELCZE
4935;11.12.2017;9279032;NL;CZESKIE
4936;11.12.2017;9393266;NL;CZESKIE
4937;12.12.2017;9658367;MH;CPN III
4938;12.12.2017;9219874;NL;FINSKIE
4939;12.12.2017;9180396;CY;GNIE─╣─ůNIENSKIE
4940;12.12.2017;8915902;DE;GLIWICKIE
4941;12.12.2017;9238351;NL;CHORZOWSKIE
4942;12.12.2017;8606006;EE;KATOWICKIE
4943;12.12.2017;9006356;NL;POZNANSKIE
4944;12.12.2017;9161247;PL;BULWAR CHROBREGO
4945;13.12.2017;9174713;CY;PARNICKIE
4946;13.12.2017;8419647;RU;WALBRZYSKIE
4947;13.12.2017;9011519;NO;HUTA (KRA)
4948;13.12.2017;9467237;NL;HUK
4949;13.12.2017;9106912;AG;BULGARSKIE
4950;13.12.2017;8919221;AG;DRZETOWSKIE N
4951;13.12.2017;9559614;NL;PARNICKIE
4952;14.12.2017;8504208;DE;SNOP N
4953;14.12.2017;7330052;NO;PARNICKIE
4954;14.12.2017;9201968;NL;GLIWICKIE
4955;14.12.2017;9612325;SG;KATOWICKIE
4956;14.12.2017;9544891;NL;DRZETOWSKIE N
4957;14.12.2017;8506024;DK;FOSFATOWE
4958;14.12.2017;8603377;RU;GORNOSLASKIE
4959;14.12.2017;8209717;BS;PARNICKIE
4960;15.12.2017;9229049;NL;WALBRZYSKIE
4961;15.12.2017;8120478;VC;GDANSKIE
4962;15.12.2017;9173513;CY;REMONTOWE
4963;15.12.2017;9256420;CY;PARNICKIE
4964;15.12.2017;9391127;MT;SPOLDZIELCZE
4965;15.12.2017;9349215;CY;FINSKIE
4966;15.12.2017;6507983;VC;GLIWICKIE
4967;16.12.2017;9367774;NL;BULGARSKIE
4968;16.12.2017;8222185;AG;SNOP N
4969;16.12.2017;9126900;MT;HUK
4970;16.12.2017;9423671;NL;HOLENDERSKIE
4971;16.12.2017;9143788;CY;SLOWACKIE
4972;16.12.2017;9558050;GB;GLIWICKIE
4973;16.12.2017;8919843;CY;REGALICA
4974;17.12.2017;9369007;PT;FINSKIE
4975;17.12.2017;7330052;NO;WALBRZYSKIE
4976;17.12.2017;7704057;PL;CAL
4977;17.12.2017;9279068;NL;CZESKIE
4978;18.12.2017;9658367;MH;CPN III
4979;18.12.2017;9211078;CY;GORNOSLASKIE
4980;18.12.2017;8505915;VC;KATOWICKIE
4981;19.12.2017;7638519;NO;POLSKIE
4982;19.12.2017;8905892;AG;BELGIJSKIE
4983;19.12.2017;9612533;NL;MAZOWIECKIE
4984;19.12.2017;8320585;PA;BULGARSKIE
4985;20.12.2017;8519241;AG;PARNICKIE
4986;20.12.2017;8919221;AG;MAZOWIECKIE
4987;20.12.2017;8822636;BB;GORNOSLASKIE
4988;20.12.2017;8506024;DK;ARSENAL
4989;20.12.2017;9487603;MT;WEGIERSKIE
4990;20.12.2017;9421063;NL;PRZEMYSLOWE
4991;20.12.2017;9052678;VC;BYTOMSKIE
4992;20.12.2017;9374698;NL;REGALICA
4993;21.12.2017;8504947;DE;POZNANSKIE
4994;21.12.2017;9523938;GB;GLIWICKIE
4995;21.12.2017;7810210;MT;KATOWICKIE
4996;21.12.2017;8611013;AG;SNOP S
4997;21.12.2017;9361110;NL;SNOP N
4998;21.12.2017;9393840;CY;GORNOSLASKIE
4999;21.12.2017;9084487;PL;BYTOMSKIE
5000;21.12.2017;8417352;PA;ODRA STARE
5001;21.12.2017;9670779;LR;CHORZOWSKIE
5002;21.12.2017;7615749;PL;SPOLDZIELCZE
5003;21.12.2017;7704057;PL;CAL
5004;22.12.2017;9172210;NO;HUTA (KRA)
5005;22.12.2017;9434046;CY;REGALICA
5006;22.12.2017;9043378;DK;KATOWICKIE
5007;22.12.2017;9240548;AG;KATOWICKIE
5008;22.12.2017;9344320;PT;PARNICKIE
5009;22.12.2017;9349215;CY;FINSKIE
5010;22.12.2017;8818764;AG;MAK
5011;22.12.2017;8209717;BS;HUTA (KRA)
5012;23.12.2017;8404458;VU;BELGIJSKIE
5013;23.12.2017;9123805;NL;SLOWACKIE
5014;23.12.2017;9365984;GI;CZESKIE
5015;23.12.2017;9361366;NL;CEMENTOWE
5016;23.12.2017;7641475;PL;CAL
5017;24.12.2017;9195822;FO;BYTOMSKIE
5018;24.12.2017;6605448;PL;WARSZTATOWE
5019;25.12.2017;9114725;MT;BULGARSKIE
5020;25.12.2017;9333462;MT;PARNICKIE
5021;25.12.2017;9136096;BE;REGALICA
5022;25.12.2017;9171101;CY;PARNICKIE
5023;25.12.2017;9557381;BB;GLIWICKIE
5024;25.12.2017;9491769;BB;WALBRZYSKIE
5025;25.12.2017;9115925;VC;SLOWACKIE
5026;26.12.2017;9625803;MH;SLOWACKIE
5027;26.12.2017;9437165;AG;GRECKIE
5028;26.12.2017;8904408;RU;CZESKIE
5029;26.12.2017;6507983;VC;SNOP N
5030;26.12.2017;9006265;AG;GLIWICKIE
5031;26.12.2017;9195901;CY;SLOWACKIE
5032;27.12.2017;9038397;BS;GORNOSLASKIE
5033;27.12.2017;9218222;DE;POZNANSKIE
5034;27.12.2017;9574303;NL;HUTA (KRA)
5035;27.12.2017;7700594;VC;POLSKIE
5036;27.12.2017;9121912;AG;GORNOSLASKIE
5037;27.12.2017;9116022;MT;HUTA (KRA)
5038;28.12.2017;7615749;PL;SPOLDZIELCZE
5039;28.12.2017;9390305;CY;PARNICKIE
5040;28.12.2017;9201932;NL;BELGIJSKIE
5041;28.12.2017;9085455;BE;BELGIJSKIE
5042;29.12.2017;9349215;CY;FINSKIE
5043;29.12.2017;9229049;NL;WALBRZYSKIE
5044;29.12.2017;9331359;NL;HOLENDERSKIE
5045;29.12.2017;9369007;PT;CZESKIE
5046;30.12.2017;8318128;AG;BULGARSKIE
5047;30.12.2017;7704057;PL;CAL
5048;30.12.2017;7615749;PL;SPOLDZIELCZE
5049;31.12.2017;9555333;RU;SNOP S
5050;31.12.2017;8104541;AG;SNOP N
5051;31.12.2017;9660944;NL;DRZETOWSKIE N
5052;31.12.2017;9360477;PT;REGALICA
5053;31.12.2017;8215730;BS;PARNICKIE
5054;01.01.2018;9234276;NL;HUTA (KRA)
5055;01.01.2018;9279018;AG;CZESKIE
5056;01.01.2018;9489534;NL;BULGARSKIE
5057;01.01.2018;8905892;AG;BELGIJSKIE
5058;01.01.2018;9454383;AG;GLIWICKIE
5059;01.01.2018;9126912;MT;PARNICKIE
5060;02.01.2018;7931997;BS;BRAK
5061;02.01.2018;9569528;AG;GRECKIE
5062;02.01.2018;9197777;AG;HUTA (KRA)
5063;02.01.2018;8211629;CK;REGALICA
5064;02.01.2018;8810786;NL;ODRA NOWE
5065;02.01.2018;9215658;NL;WALBRZYSKIE
5066;02.01.2018;9491733;BB;RUMUNSKIE
5067;03.01.2018;9177882;AG;PIRS W
5068;03.01.2018;9229128;AG;GLIWICKIE
5069;03.01.2018;9757101;IE;GLIWICKIE
5070;03.01.2018;7615749;PL;SPOLDZIELCZE
5071;03.01.2018;7704057;PL;CAL
5072;04.01.2018;8504208;DE;POZNANSKIE
5073;04.01.2018;8412699;BS;BULGARSKIE
5074;04.01.2018;8504947;DE;SNOP S
5075;04.01.2018;9147459;DE;SNOP S
5076;04.01.2018;9213882;NL;BULGARSKIE
5077;04.01.2018;6824575;FO;REMONTOWE
5078;04.01.2018;7615749;PL;SPOLDZIELCZE
5079;04.01.2018;8506024;DK;ARSENAL
5080;04.01.2018;9772539;NL;KATOWICKIE
5081;05.01.2018;7816484;VU;FOSFATOWE DALBY
5082;05.01.2018;9598830;RU;BYTOMSKIE
5083;05.01.2018;8420086;CY;GLIWICKIE
5084;05.01.2018;9552082;LU;SLOWACKIE
5085;05.01.2018;9365984;GI;CZESKIE
5086;05.01.2018;9349215;CY;FINSKIE
5087;05.01.2018;9130200;MT;POLSKIE
5088;05.01.2018;9260847;MT;RUMUNSKIE
5089;07.01.2018;9011519;NO;HUTA (KRA)
5090;07.01.2018;9658355;MH;CPN III
5091;07.01.2018;9201803;NL;SLOWACKIE
5092;07.01.2018;7721263;RU;GORNOSLASKIE
5093;08.01.2018;9001825;VC;CZESKIE
5094;08.01.2018;7615749;PL;SPOLDZIELCZE
5095;08.01.2018;9179361;CY;SLOWACKIE
5096;08.01.2018;9507350;MT;HUTA (KRA)
5097;08.01.2018;8208062;DE;DRZETOWSKIE S
5098;08.01.2018;9202041;RU;KASZUBSKIE
5099;08.01.2018;9313632;AG;WULKAN N
5100;08.01.2018;9507142;CY;SNOP S
5101;08.01.2018;9624861;NL;PARNICKIE
5102;09.01.2018;9373280;NL;HOLENDERSKIE
5103;09.01.2018;9361328;NL;PRZEMYSLOWE
5104;09.01.2018;9313759;MT;ANGIELSKIE
5105;09.01.2018;9011985;DE;WEGIERSKIE
5106;09.01.2018;8404446;BE;BELGIJSKIE
5107;10.01.2018;9171101;CY;MAZOWIECKIE
5108;10.01.2018;9081291;NL;CHORZOWSKIE
5109;10.01.2018;8104541;AG;SNOP S
5110;10.01.2018;9493913;LR;SLOWACKIE
5111;10.01.2018;9660932;NL;DRZETOWSKIE N
5112;10.01.2018;9159426;LR;KATOWICKIE
5113;10.01.2018;9122227;AG;RUMUNSKIE
5114;11.01.2018;6605503;PL;WARSZTATOWE
5115;11.01.2018;9382748;NL;HOLENDERSKIE
5116;11.01.2018;9374703;NL;CZESKIE
5117;11.01.2018;9163582;BS;HUTA (KRA)
5118;12.01.2018;9800348;DE;WARSZTATOWE
5119;12.01.2018;9349215;CY;FINSKIE
5120;12.01.2018;7615749;PL;SPOLDZIELCZE
5121;12.01.2018;9148166;CY;RUMUNSKIE
5122;12.01.2018;9136137;AG;REGALICA
5123;12.01.2018;8209717;BS;HUTA (KRA)
5124;12.01.2018;9528483;CY;MAZOWIECKIE
5125;13.01.2018;8920282;NO;HUTA (KRA)
5126;13.01.2018;9369007;PT;FINSKIE
5127;13.01.2018;8420086;CY;GLIWICKIE
5128;13.01.2018;9419278;CW;SLOWACKIE
5129;13.01.2018;9356505;NL;PARNICKIE
5130;14.01.2018;7924401;AG;ARSENAL
5131;14.01.2018;9128336;NO;KATOWICKIE
5132;14.01.2018;6605448;PL;WARSZTATOWE
5133;14.01.2018;9174713;CY;PARNICKIE
5134;14.01.2018;9658355;MH;CPN III
5135;15.01.2018;7330052;NO;PARNICKIE
5136;15.01.2018;9548304;NL;BYTOMSKIE
5137;15.01.2018;8905892;AG;FINSKIE
5138;15.01.2018;9455674;NL;CZESKIE
5139;15.01.2018;7823982;NO;BULGARSKIE
5140;15.01.2018;9150482;MT;HUTA (KRA)
5141;15.01.2018;9489522;NL;BULGARSKIE
5142;15.01.2018;9423657;NL;BULGARSKIE
5143;15.01.2018;7615749;PL;SPOLDZIELCZE
5144;16.01.2018;9393632;BS;CHORZOWSKIE
5145;16.01.2018;9507130;CY;HUTA (KRA)
5146;16.01.2018;6930477;DK;WULKAN N
5147;16.01.2018;9344320;PT;PARNICKIE
5148;16.01.2018;8015879;BB;GORNOSLASKIE
5149;17.01.2018;8222185;AG;SNOP N
5150;17.01.2018;9805427;AG;HUTA (KRA)
5151;17.01.2018;9108350;BS;GDYNSKIE N
5152;18.01.2018;9557379;AG;REGALICA
5153;18.01.2018;9504138;IE;GLIWICKIE
5154;18.01.2018;7330052;NO;WALBRZYSKIE
5155;18.01.2018;9196242;NL;KATOWICKIE
5156;18.01.2018;6507983;VC;HUTA (KRA)
5157;18.01.2018;9518995;LR;BULGARSKIE
5158;18.01.2018;9142643;AG;SLOWACKIE
5159;19.01.2018;9122227;AG;GORNOSLASKIE
5160;19.01.2018;9017434;CY;RUMUNSKIE
5161;19.01.2018;7615749;PL;SPOLDZIELCZE
5162;19.01.2018;9349215;CY;FINSKIE
5163;19.01.2018;9365984;GI;CZESKIE
5164;19.01.2018;9143374;BS;POLSKIE
5165;19.01.2018;9518402;AG;PARNICKIE
5166;19.01.2018;9598830;RU;BYTOMSKIE
5167;19.01.2018;9411769;NL;REGALICA
5168;19.01.2018;9017393;CY;GORNOSLASKIE
5169;20.01.2018;9197765;GI;GLIWICKIE
5170;20.01.2018;9549645;RU;KATOWICKIE
5171;20.01.2018;9504724;AG;CZESKIE
5172;20.01.2018;9361366;NL;CEMENTOWE
5173;21.01.2018;9434046;CY;REGALICA
5174;21.01.2018;9504114;NL;GORNOSLASKIE
5175;21.01.2018;9213882;NL;BYTOMSKIE
5176;21.01.2018;8601680;KN;BULGARSKIE
5177;21.01.2018;8215730;BS;PARNICKIE
5178;21.01.2018;9552070;LU;SLOWACKIE
5179;21.01.2018;9513658;AG;GRECKIE
5180;22.01.2018;8509557;RU;GDYNSKIE N
5181;22.01.2018;9551894;NO;MAZOWIECKIE
5182;22.01.2018;7330052;NO;PARNICKIE
5183;22.01.2018;9136101;BE;BELGIJSKIE
5184;22.01.2018;7615749;PL;SPOLDZIELCZE
5185;22.01.2018;8504179;AG;SNOP S
5186;23.01.2018;9196216;NL;CZESKIE
5187;23.01.2018;9201827;NL;SLOWACKIE
5188;23.01.2018;8822040;AG;BULGARSKIE
5189;23.01.2018;9150511;MT;HUK
5190;23.01.2018;9506136;AG;KATOWICKIE
5191;23.01.2018;9363845;GB;KATOWICKIE - DALBY
5192;24.01.2018;8881723;RU;BYTOMSKIE
5193;24.01.2018;9555333;RU;BULGARSKIE
5194;24.01.2018;9516143;CY;GORNOSLASKIE
5195;25.01.2018;9179361;CY;CZESKIE
5196;25.01.2018;9250438;BS;ZBOZOWE
5197;25.01.2018;9313814;NL;PRZEMYSLOWE
5198;25.01.2018;7641475;PL;CAL
5199;26.01.2018;7615749;PL;SPOLDZIELCZE
5200;26.01.2018;9195377;GI;GLIWICKIE
5201;26.01.2018;8104565;DK;ARSENAL
5202;26.01.2018;9489558;NL;HOLENDERSKIE
5203;26.01.2018;9456745;NL;KATOWICKIE
5204;27.01.2018;9349215;CY;CZESKIE
5205;27.01.2018;9197806;LV;SNOP N
5206;27.01.2018;8320585;PA;POLSKIE
5207;27.01.2018;9123506;PW;GORNOSLASKIE
5208;27.01.2018;9395276;FI;MAZOWIECKIE
5209;27.01.2018;9369007;PT;FINSKIE
5210;27.01.2018;9031703;CY;BULGARSKIE
5211;27.01.2018;9122227;AG;GORNOSLASKIE
5212;27.01.2018;9658355;MH;CPN III
5213;28.01.2018;9108740;NO;HUTA (KRA)
5214;28.01.2018;9503524;NL;PARNICKIE
5215;28.01.2018;9357509;NL;CZESKIE
5216;28.01.2018;9011985;DE;CZESKIE
5217;28.01.2018;9085455;BE;BELGIJSKIE
5218;28.01.2018;8905892;AG;FINSKIE
5219;28.01.2018;9624811;NL;GLIWICKIE
5220;29.01.2018;9331359;NL;PARNICKIE
5221;29.01.2018;9467201;NL;SLOWACKIE
5222;29.01.2018;9196204;NL;PRZEMYSLOWE
5223;29.01.2018;9132038;NO;HUTA (KRA)
5224;29.01.2018;9125669;MT;BULGARSKIE
5225;29.01.2018;9211066;CY;CZESKIE
5226;29.01.2018;8402668;VC;DRZETOWSKIE N
5227;29.01.2018;9086538;MH;SLOWACKIE
5228;29.01.2018;9555321;RU;WEGIERSKIE
5229;29.01.2018;9558036;GB;CHORZOWSKIE
5230;30.01.2018;7704849;DK;BULGARSKIE
5231;30.01.2018;9624847;NL;FOSFATOWE
5232;30.01.2018;9279006;NL;HOLENDERSKIE
5233;30.01.2018;9187916;MT;OKO
5234;30.01.2018;9087312;PA;ODRA STARE
5235;30.01.2018;9344368;MT;POLSKIE
5236;31.01.2018;9504114;NL;BYTOMSKIE
5237;31.01.2018;9213882;NL;WALBRZYSKIE
5238;31.01.2018;9774329;PA;KATOWICKIE
5239;31.01.2018;8813972;NO;SLOWACKIE
5240;31.01.2018;9344320;PT;PARNICKIE
5241;31.01.2018;9190365;NL;GLIWICKIE
5242;31.01.2018;9163582;BS;HUK
5243;01.02.2018;7615749;PL;SPOLDZIELCZE
5244;01.02.2018;9597630;MT;KATOWICKIE
5245;01.02.2018;8873087;RU;GLIWICKIE
5246;01.02.2018;8300327;BS;POLSKIE
5247;01.02.2018;7810222;CY;GDYNSKIE N
5248;01.02.2018;9345362;BE;BULGARSKIE
5249;01.02.2018;9638783;NL;CHORZOWSKIE
5250;01.02.2018;9118496;NO;HUTA (KRA)
5251;02.02.2018;9390123;AG;REGALICA
5252;02.02.2018;9256420;CY;PARNICKIE
5253;02.02.2018;9552020;PT;CZESKIE
5254;02.02.2018;9191747;MT;SNOP S
5255;02.02.2018;9365984;GI;FINSKIE
5256;02.02.2018;7521120;DM;WALBRZYSKIE
5257;02.02.2018;9114737;MT;BULGARSKIE
5258;02.02.2018;8884232;DM;WALBRZYSKIE
5259;03.02.2018;9349215;CY;FINSKIE
5260;03.02.2018;9360477;PT;REGALICA
5261;03.02.2018;9232814;BS;CZESKIE
5262;03.02.2018;9057238;NL;PARNICKIE
5263;03.02.2018;9005754;BB;HUK
5264;04.02.2018;6507983;VC;HUTA (KRA)
5265;04.02.2018;9328704;NL;POLSKIE
5266;04.02.2018;9229049;NL;GORNOSLASKIE
5267;04.02.2018;9201803;NL;SLOWACKIE
5268;04.02.2018;9199385;GI;SLOWACKIE
5269;04.02.2018;9401245;NL;CHORZOWSKIE
5270;04.02.2018;9423669;NL;WEGIERSKIE
5271;04.02.2018;7615749;PL;SPOLDZIELCZE
5272;05.02.2018;9130200;MT;PARNICKIE
5273;05.02.2018;9195729;IM;ANGIELSKIE
5274;05.02.2018;8407711;CY;ARSENAL
5275;05.02.2018;9356567;NL;REGALICA
5276;05.02.2018;9624859;NL;GORNOSLASKIE
5277;06.02.2018;7038680;NO;PARNICKIE
5278;06.02.2018;9658355;MH;CPN III
5279;06.02.2018;9598830;RU;GLIWICKIE
5280;06.02.2018;9059248;DK;WULKAN N
5281;06.02.2018;8919855;AG;BELGIJSKIE
5282;06.02.2018;9196266;DE;POZNANSKIE
5283;07.02.2018;8601680;KN;POLSKIE
5284;08.02.2018;9617337;CY;PARNICKIE
5285;08.02.2018;9005730;BB;GORNOSLASKIE
5286;08.02.2018;9150482;MT;WALBRZYSKIE
5287;08.02.2018;8412417;VC;GORNOSLASKIE
5288;08.02.2018;8922242;BS;BULGARSKIE
5289;08.02.2018;8222185;AG;SNOP N
5290;08.02.2018;9118496;NO;HUTA (KRA)
5291;08.02.2018;9136101;BE;CHORZOWSKIE
